0,0,0,0,0,0,0
0.005,-1.25e-05,0.005,0.001,0,0,0
0.01,-5e-05,0.0099998,0.002,0,0,0
0.015,-0.0001125,0.014999,0.003,0,0,0
0.02,-0.00019999,0.019999,0.004,0,0,0
0.025,-0.00031248,0.024997,0.005,0,0,0
0.03,-0.00044997,0.029996,0.006,0,0,0
0.035,-0.00061244,0.034993,0.007,0,0,0
0.04,-0.00079989,0.039989,0.008,0,0,0
0.045,-0.0010123,0.044985,0.009,0,0,0
0.05,-0.0012497,0.049979,0.01,0,0,0
0.055,-0.0015121,0.054972,0.011,0,0,0
0.06,-0.0017995,0.059964,0.012,0,0,0
0.065,-0.0021118,0.064954,0.013,0,0,0
0.07,-0.002449,0.069943,0.014,0,0,0
0.075,-0.0028112,0.07493,0.015,0,0,0
0.08,-0.0031983,0.079915,0.016,0,0,0
0.085,-0.0036103,0.084898,0.017,0,0,0
0.09,-0.0040473,0.089879,0.018,0,0,0
0.095,-0.0045091,0.094857,0.019,0,0,0
0.1,-0.0049958,0.099833,0.02,0,0,0
0.105,-0.0055074,0.10481,0.021,0,0,0
0.11,-0.0060439,0.10978,0.022,0,0,0
0.115,-0.0066052,0.11475,0.023,0,0,0
0.12,-0.0071914,0.11971,0.024,0,0,0
0.125,-0.0078023,0.12467,0.025,0,0,0
0.13,-0.0084381,0.12963,0.026,0,0,0
0.135,-0.0090987,0.13459,0.027,0,0,0
0.14,-0.009784,0.13954,0.028,0,0,0
0.145,-0.010494,0.14449,0.029,0,0,0
0.15,-0.011229,0.14944,0.03,0,0,0
0.155,-0.011988,0.15438,0.031,0,0,0
0.16,-0.012773,0.15932,0.032,0,0,0
0.165,-0.013582,0.16425,0.033,0,0,0
0.17,-0.014415,0.16918,0.034,0,0,0
0.175,-0.015273,0.17411,0.035,0,0,0
0.18,-0.016156,0.17903,0.036,0,0,0
0.185,-0.017064,0.18395,0.037,0,0,0
0.19,-0.017996,0.18886,0.038,0,0,0
0.195,-0.018952,0.19377,0.039,0,0,0
0.2,-0.019933,0.19867,0.04,0,0,0
0.205,-0.020939,0.20357,0.041,0,0,0
0.21,-0.021969,0.20846,0.042,0,0,0
0.215,-0.023024,0.21335,0.043,0,0,0
0.22,-0.024103,0.21823,0.044,0,0,0
0.225,-0.025206,0.22311,0.045,0,0,0
0.23,-0.026334,0.22798,0.046,0,0,0
0.235,-0.027486,0.23284,0.047,0,0,0
0.24,-0.028662,0.2377,0.048,0,0,0
0.245,-0.029863,0.24256,0.049,0,0,0
0.25,-0.031088,0.2474,0.05,0,0,0
0.255,-0.032337,0.25225,0.051,0,0,0
0.26,-0.03361,0.25708,0.052,0,0,0
0.265,-0.034907,0.26191,0.053,0,0,0
0.27,-0.036229,0.26673,0.054,0,0,0
0.275,-0.037575,0.27155,0.055,0,0,0
0.28,-0.038945,0.27636,0.056,0,0,0
0.285,-0.040338,0.28116,0.057,0,0,0
0.29,-0.041756,0.28595,0.058,0,0,0
0.295,-0.043198,0.29074,0.059,0,0,0
0.3,-0.044664,0.29552,0.06,0,0,0
0.305,-0.046153,0.30029,0.061,0,0,0
0.31,-0.047666,0.30506,0.062,0,0,0
0.315,-0.049204,0.30982,0.063,0,0,0
0.32,-0.050765,0.31457,0.064,0,0,0
0.325,-0.052349,0.31931,0.065,0,0,0
0.33,-0.053958,0.32404,0.066,0,0,0
0.335,-0.05559,0.32877,0.067,0,0,0
0.34,-0.057245,0.33349,0.068,0,0,0
0.345,-0.058925,0.3382,0.069,0,0,0
0.35,-0.060627,0.3429,0.07,0,0,0
0.355,-0.062354,0.34759,0.071,0,0,0
0.36,-0.064103,0.35227,0.072,0,0,0
0.365,-0.065876,0.35695,0.073,0,0,0
0.37,-0.067673,0.36162,0.074,0,0,0
0.375,-0.069492,0.36627,0.075,0,0,0
0.38,-0.071335,0.37092,0.076,0,0,0
0.385,-0.073202,0.37556,0.077,0,0,0
0.39,-0.075091,0.38019,0.078,0,0,0
0.395,-0.077003,0.38481,0.079,0,0,0
0.4,-0.078939,0.38942,0.08,0,0,0
0.405,-0.080898,0.39402,0.081,0,0,0
0.41,-0.082879,0.39861,0.082,0,0,0
0.415,-0.084884,0.40319,0.083,0,0,0
0.42,-0.086911,0.40776,0.084,0,0,0
0.425,-0.088961,0.41232,0.085,0,0,0
0.43,-0.091034,0.41687,0.086,0,0,0
0.435,-0.09313,0.42141,0.087,0,0,0
0.44,-0.095248,0.42594,0.088,0,0,0
0.445,-0.097389,0.43046,0.089,0,0,0
0.45,-0.099553,0.43497,0.09,0,0,0
0.455,-0.10174,0.43946,0.091,0,0,0
0.46,-0.10395,0.44395,0.092,0,0,0
0.465,-0.10618,0.44842,0.093,0,0,0
0.47,-0.10843,0.45289,0.094,0,0,0
0.475,-0.11071,0.45734,0.095,0,0,0
0.48,-0.11301,0.46178,0.096,0,0,0
0.485,-0.11533,0.46621,0.097,0,0,0
0.49,-0.11767,0.47063,0.098,0,0,0
0.495,-0.12003,0.47503,0.099,0,0,0
0.5,-0.12242,0.47943,0.1,0,0,0
0.505,-0.12483,0.48381,0.101,0,0,0
0.51,-0.12726,0.48818,0.102,0,0,0
0.515,-0.12971,0.49253,0.103,0,0,0
0.52,-0.13218,0.49688,0.104,0,0,0
0.525,-0.13468,0.50121,0.105,0,0,0
0.53,-0.13719,0.50553,0.106,0,0,0
0.535,-0.13973,0.50984,0.107,0,0,0
0.54,-0.14229,0.51414,0.108,0,0,0
0.545,-0.14487,0.51842,0.109,0,0,0
0.55,-0.14748,0.52269,0.11,0,0,0
0.555,-0.1501,0.52694,0.111,0,0,0
0.56,-0.15274,0.53119,0.112,0,0,0
0.565,-0.15541,0.53542,0.113,0,0,0
0.57,-0.1581,0.53963,0.114,0,0,0
0.575,-0.16081,0.54383,0.115,0,0,0
0.58,-0.16354,0.54802,0.116,0,0,0
0.585,-0.16629,0.5522,0.117,0,0,0
0.59,-0.16906,0.55636,0.118,0,0,0
0.595,-0.17185,0.56051,0.119,0,0,0
0.6,-0.17466,0.56464,0.12,0,0,0
0.605,-0.1775,0.56876,0.121,0,0,0
0.61,-0.18035,0.57287,0.122,0,0,0
0.615,-0.18323,0.57696,0.123,0,0,0
0.62,-0.18612,0.58104,0.124,0,0,0
0.625,-0.18904,0.5851,0.125,0,0,0
0.63,-0.19197,0.58914,0.126,0,0,0
0.635,-0.19493,0.59318,0.127,0,0,0
0.64,-0.1979,0.5972,0.128,0,0,0
0.645,-0.2009,0.6012,0.129,0,0,0
0.65,-0.20392,0.60519,0.13,0,0,0
0.655,-0.20695,0.60916,0.131,0,0,0
0.66,-0.21001,0.61312,0.132,0,0,0
0.665,-0.21308,0.61706,0.133,0,0,0
0.67,-0.21618,0.62099,0.134,0,0,0
0.675,-0.21929,0.6249,0.135,0,0,0
0.68,-0.22243,0.62879,0.136,0,0,0
0.685,-0.22558,0.63267,0.137,0,0,0
0.69,-0.22875,0.63654,0.138,0,0,0
0.695,-0.23195,0.64039,0.139,0,0,0
0.7,-0.23516,0.64422,0.14,0,0,0
0.705,-0.23839,0.64803,0.141,0,0,0
0.71,-0.24164,0.65183,0.142,0,0,0
0.715,-0.24491,0.65562,0.143,0,0,0
0.72,-0.24819,0.65938,0.144,0,0,0
0.725,-0.2515,0.66314,0.145,0,0,0
0.73,-0.25483,0.66687,0.146,0,0,0
0.735,-0.25817,0.67059,0.147,0,0,0
0.74,-0.26153,0.67429,0.148,0,0,0
0.745,-0.26491,0.67797,0.149,0,0,0
0.75,-0.26831,0.68164,0.15,0,0,0
0.755,-0.27173,0.68529,0.151,0,0,0
0.76,-0.27516,0.68892,0.152,0,0,0
0.765,-0.27862,0.69254,0.153,0,0,0
0.77,-0.28209,0.69614,0.154,0,0,0
0.775,-0.28558,0.69972,0.155,0,0,0
0.78,-0.28909,0.70328,0.156,0,0,0
0.785,-0.29261,0.70683,0.157,0,0,0
0.79,-0.29615,0.71035,0.158,0,0,0
0.795,-0.29972,0.71386,0.159,0,0,0
0.8,-0.30329,0.71736,0.16,0,0,0
0.805,-0.30689,0.72083,0.161,0,0,0
0.81,-0.3105,0.72429,0.162,0,0,0
0.815,-0.31413,0.72773,0.163,0,0,0
0.82,-0.31778,0.73115,0.164,0,0,0
